"lake1","lake2","weighted_mean","lake1_fish","lake2_fish","nsp","St","n.comm","q","M.beta","M.beta.prime","Ht.beta","qDT.beta","qDTM.beta"
"dipper","upper_ice",0.533639977978768,1,0,10,14,2,1,0.160166225260921,0.320332450521842,2,2,1.32033245052184
"dipper","upper_indian",0.496511521459994,1,0,11,14,2,1,0.151596214617302,0.303192429234605,2,2,1.3031924292346
"dipper","upper_jean",0.344943749223604,1,1,10,16,2,1,0.105900943338174,0.211801886676348,2,2,1.21180188667635
"dipper","upper_lost",0.441583330403771,1,0,11,13,2,1,0.118146463974843,0.236292927949686,2,2,1.23629292794969
"dipper","upper_spider",0.442441260654692,1,0,11,16,2,1,0.137550872423978,0.275101744847957,2,2,1.27510174484796
"dipper","upper_toadstool",0.11899393583639,1,1,9,15,2,1,0.0202871667644758,0.0405743335289517,2,2,1.04057433352895
"dipper","upper_twin",0.312243767405857,1,1,7,11,2,1,0.0895335712415811,0.179067142483162,2,2,1.17906714248316
"dipper","walled",0.234697153138824,1,0,10,12,2,1,0.0622487708002485,0.124497541600497,2,2,1.1244975416005
"dipper","warbonnet",0.174891123242386,1,1,9,13,2,1,0.0705677099236991,0.141135419847398,2,2,1.1411354198474
"dipper","waterfall",0.322737831420964,1,1,10,13,2,1,0.093204246528082,0.186408493056164,2,2,1.18640849305616
"dipper","west_mtlester",0.625031599340368,1,0,11,12,2,1,0.208263428796107,0.416526857592214,2,2,1.41652685759221
"dipper","windy",0.320678183023204,1,1,11,15,2,1,0.0775831453775657,0.155166290755131,2,2,1.15516629075513
"dipper","zigzag",0.337470591470432,1,1,10,12,2,1,0.105225885677594,0.210451771355189,2,2,1.21045177135519
"dome","47aaron",0.246525731010853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","annika",0.19755415579367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","arrowhead",0.550933997562471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","bap",0.405344976569886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","bffl",0.677701649812734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","west_bear",0.164245560815227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","big_sandy",0.170806910407651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","big_stough",0.194086472261061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","black_joe",0.239428683410098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","blackrock",0.151337859458405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","blue",0.304343557040222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","bluebell",0.263240353033783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","boot",0.256139449643873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","boulder",0.223064435739098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","btwn_wrbnt_bldr",0.327474772324855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","canyon",0.247623697802509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","casey",0.150224991615579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","clear",0.277392235385328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","cliff",0.150277448997325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","crater",0.379297774466837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","cutthroat_stough",0.410918873708365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","cutthroat_newfork",0.25075348894556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","darren",0.199150256177208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","deep",0.115288906705017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","dipper",0.272717736324913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dome","east_bear",0.630471059707824,1,0,12,15,2,1,0.189575112642792,0.379150225285583,2,2,1.37915022528558
"dome","east_noname",0.196332650346153,1,1,11,16,2,1,0.0583440654265954,0.116688130853191,2,2,1.11668813085319
"dome","elephant_head",0.183183255192352,1,0,11,16,2,1,0.0284433538247305,0.056886707649461,2,2,1.05688670764946
"dome","elk",0.269093685190517,1,1,12,19,2,1,0.0816848722002924,0.163369744400585,2,2,1.16336974440058
"dome","eyrie",0.610096147398839,1,0,10,13,2,1,0.179809425521819,0.359618851043638,2,2,1.35961885104364
"dome","final",0.228551971818176,1,1,11,15,2,1,0.0479073628431042,0.0958147256862085,2,2,1.09581472568621
"dome","footprint",0.268387084193284,1,1,11,14,2,1,0.0716113750904658,0.143222750180932,2,2,1.14322275018093
"dome","fox",0.280260794734103,1,0,11,16,2,1,0.051260786550524,0.102521573101048,2,2,1.10252157310105
"dome","frozen1",0.104915959835107,1,0,13,15,2,1,0.0237258009996501,0.0474516019993001,2,2,1.0474516019993
"dome","frozen2",0.26251035474555,1,0,12,16,2,1,0.0564910252358962,0.112982050471792,2,2,1.11298205047179
"dome","heebeecheechee",0.156440281615614,1,1,12,20,2,1,0.0253098876788561,0.0506197753577122,2,2,1.05061977535771
"dome","heron",0.0971167333277646,1,1,9,16,2,1,0.0159758027911766,0.0319516055823532,2,2,1.03195160558235
"dome","hidden",0.387684751534274,1,1,11,18,2,1,0.102995872277535,0.20599174455507,2,2,1.20599174455507
"dome","island",0.235415553555291,1,1,13,20,2,1,0.055733230068411,0.111466460136822,2,2,1.11146646013682
"dome","jordan",0.318917290919305,1,0,13,15,2,1,0.0722173828045817,0.144434765609163,2,2,1.14443476560916
"dome","kagevah",0.212294871572467,1,1,11,13,2,1,0.041304855786477,0.0826097115729541,2,2,1.08260971157295
"dome","lake_37",0.303796743307834,1,1,11,15,2,1,0.0972164645299524,0.194432929059905,2,2,1.1944329290599
"dome","lake_below_tb",0.150948503744948,1,1,12,14,2,1,0.0211305096695449,0.0422610193390897,2,2,1.04226101933909
"dome","lightening",0.168742714131495,1,0,12,16,2,1,0.0282358043730036,0.0564716087460071,2,2,1.05647160874601
"dome","lindsey",0.314545813762459,1,0,13,17,2,1,0.063810063392644,0.127620126785288,2,2,1.12762012678529
"dome","little_island",0.133859872554744,1,1,11,18,2,1,0.0214824108547756,0.0429648217095513,2,2,1.04296482170955
"dome","little_loch_ness",0.506115930913493,1,0,11,14,2,1,0.142286944912812,0.284573889825624,2,2,1.28457388982562
"dome","little_mtnsheep",0.522579663952336,1,0,12,14,2,1,0.135046745880688,0.270093491761376,2,2,1.27009349176138
"dome","little_seneca",0.0989405034932922,1,1,10,15,2,1,0.0159922081952295,0.031984416390459,2,2,1.03198441639046
"dome","little_tayo",0.628675073783391,1,1,11,14,2,1,0.218175869626043,0.436351739252086,2,2,1.43635173925209
"dome","lonesome",0.314002559090377,1,1,10,16,2,1,0.0963828949878942,0.192765789975788,2,2,1.19276578997579
"dome","lower_deepcreek",0.214608527755292,1,1,11,17,2,1,0.0506589108563761,0.101317821712752,2,2,1.10131782171275
"dome","lower_ice",0.354463326204371,1,1,12,16,2,1,0.12509186870655,0.2501837374131,2,2,1.2501837374131
"dome","lower_indian",0.48681721995476,1,0,11,13,2,1,0.116765202741347,0.233530405482694,2,2,1.23353040548269
"dome","lower_twin",0.469774174199285,1,1,11,15,2,1,0.124385994182097,0.248771988364193,2,2,1.24877198836419
"dome","lower_windy",0.353992289112685,1,1,10,15,2,1,0.118472386041496,0.236944772082993,2,2,1.23694477208299
"dome","lucia",0.122217962390783,1,0,13,15,2,1,0.0228822296244832,0.0457644592489664,2,2,1.04576445924897
"dome","mid_deepcreek",0.320749734514921,1,1,12,18,2,1,0.0608400402119639,0.121680080423928,2,2,1.12168008042393
"dome","mid_indian",0.66653889594298,1,0,12,15,2,1,0.251863593420383,0.503727186840766,2,2,1.50372718684077
"dome","miller",0.231701161460378,1,1,10,17,2,1,0.0594779546094462,0.118955909218892,2,2,1.11895590921889
"dome","mountain_sheep",0.28379963965999,1,1,10,15,2,1,0.0921007030217633,0.184201406043527,2,2,1.18420140604353
"dome","west_noname",0.191758608262428,1,1,12,16,2,1,0.049454551722131,0.0989091034442621,2,2,1.09890910344426
"dome","no_trowel",0.164098052363319,1,0,11,15,2,1,0.0475083900058768,0.0950167800117537,2,2,1.09501678001175
"dome","north",0.226667651276182,1,1,10,16,2,1,0.0575258198973401,0.11505163979468,2,2,1.11505163979468
"dome","north_blue",0.249155393985498,1,1,12,17,2,1,0.0681833899406667,0.136366779881333,2,2,1.13636677988133
"dome","north_jaide",0.245444815261413,1,0,11,16,2,1,0.0769318022765416,0.153863604553083,2,2,1.15386360455308
"dome","paintbrush",0.124727388614887,1,0,12,14,2,1,0.0379312346509052,0.0758624693018105,2,2,1.07586246930181
"dome","palmer",0.295098308030516,1,1,10,16,2,1,0.0908671456868985,0.181734291373797,2,2,1.1817342913738
"dome","pass",0.171794729579626,1,0,12,16,2,1,0.032296615574805,0.06459323114961,2,2,1.06459323114961
"dome","rainbow",0.258178978637347,1,1,11,15,2,1,0.0682457187199576,0.136491437439915,2,2,1.13649143743992
"dome","rapid",0.182078716647539,1,1,10,15,2,1,0.0413386929784561,0.0826773859569122,2,2,1.08267738595691
"dome","sad_shrimp",0.172796231438418,1,0,13,17,2,1,0.042282765213126,0.084565530426252,2,2,1.08456553042625
"dome","shoal",0.174253899852038,1,1,10,15,2,1,0.0330501571459594,0.0661003142919188,2,2,1.06610031429192
"dome","sonnicant",0.209216045644901,1,1,12,19,2,1,0.0450895260597872,0.0901790521195745,2,2,1.09017905211957
"dome","south_jaide",0.124868809289694,1,0,11,14,2,1,0.0193746313247137,0.0387492626494273,2,2,1.03874926264943
"dome","spider",0.131353853894231,1,1,12,19,2,1,0.0233244919434256,0.0466489838868513,2,2,1.04664898388685
"dome","summit",0.259210779463052,1,1,10,17,2,1,0.0702049125841605,0.140409825168321,2,2,1.14040982516832
"dome","tayo",0.654679468543985,1,1,11,15,2,1,0.210869421580141,0.421738843160281,2,2,1.42173884316028
"dome","temple",0.307916736419157,1,1,11,17,2,1,0.0993465293857024,0.198693058771405,2,2,1.1986930587714
"dome","timberline",0.227744467312214,1,0,11,15,2,1,0.0366617432004432,0.0733234864008864,2,2,1.07332348640089
"dome","upper_black_joe",0.343123587543109,1,1,12,16,2,1,0.116401722681202,0.232803445362404,2,2,1.2328034453624
"dome","upper_ice",0.410478990421086,1,0,12,16,2,1,0.100069261836801,0.200138523673602,2,2,1.2001385236736
"dome","upper_indian",0.354987508563121,1,0,14,16,2,1,0.0883910189822797,0.17678203796456,2,2,1.17678203796456
"dome","upper_jean",0.112769011259137,1,1,11,18,2,1,0.0187584461553007,0.0375168923106013,2,2,1.0375168923106
"dome","upper_lost",0.334948247631492,1,0,12,15,2,1,0.0878482747939459,0.175696549587892,2,2,1.17569654958789
"dome","upper_spider",0.199060713175265,1,0,13,18,2,1,0.0307518903613366,0.0615037807226732,2,2,1.06150378072267
"dome","upper_toadstool",0.257973810071945,1,1,12,17,2,1,0.0667800743080985,0.133560148616197,2,2,1.1335601486162
"dome","upper_twin",0.182054041992776,1,1,10,13,2,1,0.0384109084596407,0.0768218169192814,2,2,1.07682181691928
"dome","walled",0.402758217931314,1,0,11,14,2,1,0.091810265966662,0.183620531933324,2,2,1.18362053193332
"dome","warbonnet",0.298213639327714,1,1,10,15,2,1,0.106639619983017,0.213279239966033,2,2,1.21327923996603
"dome","waterfall",0.103411045600151,1,1,13,15,2,1,0.0154864023404612,0.0309728046809224,2,2,1.03097280468092
"dome","west_mtlester",0.500374934018125,1,0,12,14,2,1,0.134017274508531,0.268034549017061,2,2,1.26803454901706
"dome","windy",0.255055612563395,1,1,12,17,2,1,0.0636718287224033,0.127343657444807,2,2,1.12734365744481
"dome","zigzag",0.243341593025624,1,1,12,14,2,1,0.0575899873261502,0.1151799746523,2,2,1.1151799746523
"east_bear","47aaron",0.574584383920661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","annika",0.743799560485959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","arrowhead",0.650957033615956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","bap",0.602726024221548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","bffl",0.694535536957911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","west_bear",0.541816266367419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","big_sandy",0.609023869031469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","big_stough",0.753423297690465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","black_joe",0.555383906233437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","blackrock",0.687466802553431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","blue",0.536526575079174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","bluebell",0.695846817200401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","boot",0.649017978074045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","boulder",0.45604289230352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","btwn_wrbnt_bldr",0.423231076203814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","canyon",0.3926178283522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","casey",0.560030187076942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","clear",0.541253126048808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","cliff",0.561934250618667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","crater",0.72392343561044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","cutthroat_stough",0.758022747802742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","cutthroat_newfork",0.562255119430854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","darren",0.752142731899326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","deep",0.661867491744602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","dipper",0.54130732273078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","dome",0.630471059707824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_bear","east_noname",0.687931075326318,0,1,9,13,2,1,0.255227829017485,0.51045565803497,2,2,1.51045565803497
"east_bear","elephant_head",0.621563786831305,0,0,9,13,2,1,0.205280688065346,0.410561376130692,2,2,1.41056137613069
"east_bear","elk",0.569650081856101,0,1,10,16,2,1,0.204615114629189,0.409230229258379,2,2,1.40923022925838
"east_bear","eyrie",0.580318227514606,0,0,7,10,2,1,0.195099522192496,0.390199044384992,2,2,1.39019904438499
"east_bear","final",0.641227958262279,0,1,8,12,2,1,0.204036702566477,0.408073405132954,2,2,1.40807340513295
"east_bear","footprint",0.546484893394147,0,1,8,11,2,1,0.204685040449287,0.409370080898573,2,2,1.40937008089857
"east_bear","fox",0.391351940336174,0,0,8,13,2,1,0.101549216096987,0.203098432193974,2,2,1.20309843219397
"east_bear","frozen1",0.640057872932607,0,0,8,12,2,1,0.19793045607964,0.395860912159279,2,2,1.39586091215928
"east_bear","frozen2",0.547116223911807,0,0,8,13,2,1,0.146584971714973,0.293169943429946,2,2,1.29316994342995
"east_bear","heebeecheechee",0.596887477507613,0,1,12,17,2,1,0.180249011472852,0.360498022945703,2,2,1.3604980229457
"east_bear","heron",0.700227649960312,0,1,11,13,2,1,0.250061269568542,0.500122539137085,2,2,1.50012253913708
"east_bear","hidden",0.577101186475901,0,1,11,15,2,1,0.192533216800063,0.385066433600126,2,2,1.38506643360013
"east_bear","island",0.49936944818723,0,1,13,17,2,1,0.145241281032466,0.290482562064932,2,2,1.29048256206493
"east_bear","jordan",0.579606024508134,0,0,7,12,2,1,0.157293156956712,0.314586313913425,2,2,1.31458631391342
"east_bear","kagevah",0.764700660361236,0,1,7,10,2,1,0.305398212473522,0.610796424947045,2,2,1.61079642494704
"east_bear","lake_37",0.557077004254769,0,1,8,12,2,1,0.222717910426621,0.445435820853242,2,2,1.44543582085324
"east_bear","lake_below_tb",0.675536497264681,0,1,7,11,2,1,0.227279941434137,0.454559882868273,2,2,1.45455988286827
"east_bear","lightening",0.689179127463215,0,0,8,13,2,1,0.247270667113837,0.494541334227674,2,2,1.49454133422767
"east_bear","lindsey",0.568880398415758,0,0,9,14,2,1,0.162713150584302,0.325426301168604,2,2,1.3254263011686
"east_bear","little_island",0.6678677840219,0,1,11,15,2,1,0.207121104055484,0.414242208110968,2,2,1.41424220811097
"east_bear","little_loch_ness",0.601085575746819,0,0,7,11,2,1,0.176427719183054,0.352855438366108,2,2,1.35285543836611
"east_bear","little_mtnsheep",0.636341748550591,0,0,8,11,2,1,0.182896545855873,0.365793091711747,2,2,1.36579309171175
"east_bear","little_seneca",0.70745724489741,0,1,9,12,2,1,0.248080648178821,0.496161296357642,2,2,1.49616129635764
"east_bear","little_tayo",0.569632677263871,0,1,7,11,2,1,0.215389760685536,0.430779521371072,2,2,1.43077952137107
"east_bear","lonesome",0.540090044249744,0,1,11,13,2,1,0.205619792243062,0.411239584486124,2,2,1.41123958448612
"east_bear","lower_deepcreek",0.538561493560178,0,1,9,14,2,1,0.180538719021336,0.361077438042672,2,2,1.36107743804267
"east_bear","lower_ice",0.533105142722176,0,1,9,13,2,1,0.223718372508638,0.447436745017277,2,2,1.44743674501728
"east_bear","lower_indian",0.578004771963089,0,0,7,10,2,1,0.16526828709705,0.3305365741941,2,2,1.3305365741941
"east_bear","lower_twin",0.710777181840656,0,1,8,12,2,1,0.245238171934365,0.490476343868731,2,2,1.49047634386873
"east_bear","lower_windy",0.53152664237356,0,1,9,12,2,1,0.219698290522036,0.439396581044073,2,2,1.43939658104407
"east_bear","lucia",0.641588642737988,0,0,7,12,2,1,0.19815992913292,0.396319858265839,2,2,1.39631985826584
"east_bear","mid_deepcreek",0.538069100255952,0,1,9,15,2,1,0.150217224719165,0.30043444943833,2,2,1.30043444943833
"east_bear","mid_indian",0.594817622490222,0,0,7,12,2,1,0.231559363474513,0.463118726949026,2,2,1.46311872694903
"east_bear","miller",0.545788643329992,0,1,11,14,2,1,0.180293317281197,0.360586634562395,2,2,1.36058663456239
"east_bear","mountain_sheep",0.570930991072376,0,1,9,12,2,1,0.224614210363933,0.449228420727867,2,2,1.44922842072787
"east_bear","west_noname",0.699531333295153,0,1,9,13,2,1,0.248704125748685,0.49740825149737,2,2,1.49740825149737
"east_bear","no_trowel",0.505757708155917,0,0,9,12,2,1,0.168472521132661,0.336945042265322,2,2,1.33694504226532
"east_bear","north",0.62049337664905,0,1,10,13,2,1,0.21767955278518,0.435359105570361,2,2,1.43535910557036
"east_bear","north_blue",0.644260354953028,0,1,10,14,2,1,0.213491182300196,0.426982364600392,2,2,1.42698236460039
"east_bear","north_jaide",0.552341713121764,0,0,8,13,2,1,0.208749498994645,0.41749899798929,2,2,1.41749899798929
"east_bear","paintbrush",0.602143164338291,0,0,6,11,2,1,0.187930712572263,0.375861425144527,2,2,1.37586142514453
"east_bear","palmer",0.729678753865853,0,1,10,13,2,1,0.27280740644698,0.545614812893959,2,2,1.54561481289396
"east_bear","pass",0.725566534631625,0,0,8,13,2,1,0.278617045939494,0.557234091878988,2,2,1.55723409187899
"east_bear","rainbow",0.548001676917016,0,1,8,12,2,1,0.201060407384115,0.40212081476823,2,2,1.40212081476823
"east_bear","rapid",0.617017116902838,0,1,9,12,2,1,0.212414945186217,0.424829890372433,2,2,1.42482989037243
"east_bear","sad_shrimp",0.65508207159063,0,0,9,14,2,1,0.204836184659713,0.409672369319427,2,2,1.40967236931943
"east_bear","shoal",0.628362713192471,0,1,10,12,2,1,0.200404316570095,0.400808633140191,2,2,1.40080863314019
"east_bear","sonnicant",0.557750101905245,0,1,11,16,2,1,0.178207521048229,0.356415042096457,2,2,1.35641504209646
"east_bear","south_jaide",0.652647444756981,0,0,7,11,2,1,0.224655962655739,0.449311925311477,2,2,1.44931192531148
"east_bear","spider",0.691558200485534,0,1,11,16,2,1,0.239079844299652,0.478159688599303,2,2,1.4781596885993
"east_bear","summit",0.552818770952446,0,1,10,14,2,1,0.188825316710445,0.37765063342089,2,2,1.37765063342089
"east_bear","tayo",0.608259947580478,0,1,8,12,2,1,0.172454328454306,0.344908656908612,2,2,1.34490865690861
"east_bear","temple",0.515318591220355,0,1,10,14,2,1,0.193495857677254,0.386991715354509,2,2,1.38699171535451
"east_bear","timberline",0.594645314036114,0,0,8,12,2,1,0.19353437377339,0.387068747546779,2,2,1.38706874754678
"east_bear","upper_black_joe",0.534645582653103,0,1,10,13,2,1,0.21646390339594,0.432927806791881,2,2,1.43292780679188
"east_bear","upper_ice",0.507532935336751,0,0,7,13,2,1,0.11790309207158,0.235806184143159,2,2,1.23580618414316
"east_bear","upper_indian",0.587208725163999,0,0,8,13,2,1,0.162309771886785,0.324619543773571,2,2,1.32461954377357
"east_bear","upper_jean",0.700577031712714,0,1,11,15,2,1,0.244885024618099,0.489770049236199,2,2,1.4897700492362
"east_bear","upper_lost",0.413102541661042,0,0,8,12,2,1,0.126260303478258,0.252520606956516,2,2,1.25252060695652
"east_bear","upper_spider",0.629064735156145,0,0,10,15,2,1,0.198636475874204,0.397272951748408,2,2,1.39727295174841
"east_bear","upper_toadstool",0.567173465301412,0,1,11,14,2,1,0.195016272837791,0.390032545675583,2,2,1.39003254567558
"east_bear","upper_twin",0.718671611754962,0,1,7,10,2,1,0.246771184709615,0.49354236941923,2,2,1.49354236941923
"east_bear","walled",0.386056376580174,0,0,6,11,2,1,0.101961676211738,0.203923352423475,2,2,1.20392335242348
"east_bear","warbonnet",0.549123080476107,0,1,10,12,2,1,0.227915154543994,0.455830309087988,2,2,1.45583030908799
"east_bear","waterfall",0.670255905590662,0,1,7,12,2,1,0.227119775361585,0.45423955072317,2,2,1.45423955072317
"east_bear","west_mtlester",0.57937384893511,0,0,8,11,2,1,0.174149217354353,0.348298434708706,2,2,1.34829843470871
"east_bear","windy",0.395553772432956,0,1,8,14,2,1,0.111059167580829,0.222118335161658,2,2,1.22211833516166
"east_bear","zigzag",0.713576661636033,0,1,9,11,2,1,0.243891517877088,0.487783035754176,2,2,1.48778303575418
"east_noname","47aaron",0.287730871587204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","annika",0.23503435048815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","arrowhead",0.71842136020426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","bap",0.584437962787952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","bffl",0.8503292709734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","west_bear",0.329941223992355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","big_sandy",0.133699337852912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","big_stough",0.209062875388491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","black_joe",0.236578468548192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","blackrock",0.145167343092033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","blue",0.315528049687944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","bluebell",0.363442490618289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","boot",0.322720517823044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","boulder",0.237939008990128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","btwn_wrbnt_bldr",0.458585618546079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","canyon",0.336118887133804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","casey",0.308260596667323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","clear",0.291960571098042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","cliff",0.187519263605278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","crater",0.497154466330372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","cutthroat_stough",0.512719642493549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","cutthroat_newfork",0.248862308202335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","darren",0.219685057840382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","deep",0.0865906430008561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","dipper",0.28432376664971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","dome",0.196332650346153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","east_bear",0.687931075326318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east_noname","elephant_head",0.315170966153255,1,0,11,14,2,1,0.0853741655784383,0.170748331156877,2,2,1.17074833115688
"east_noname","elk",0.18702909564788,1,1,10,17,2,1,0.070844503775525,0.14168900755105,2,2,1.14168900755105
"east_noname","eyrie",0.760774394946967,1,0,9,11,2,1,0.279648908861268,0.559297817722536,2,2,1.55929781772254
"east_noname","final",0.357466701992826,1,1,9,13,2,1,0.110617186408412,0.221234372816825,2,2,1.22123437281682
"east_noname","footprint",0.291455519290481,1,1,7,12,2,1,0.0936347089616685,0.187269417923337,2,2,1.18726941792334
"east_noname","fox",0.312817667704917,1,0,9,14,2,1,0.072935897274355,0.14587179454871,2,2,1.14587179454871
"east_noname","frozen1",0.227783125418832,1,0,10,13,2,1,0.0343032841468667,0.0686065682937334,2,2,1.06860656829373
"east_noname","frozen2",0.428481501106203,1,0,9,14,2,1,0.0983385328437804,0.196677065687561,2,2,1.19667706568756
"east_noname","heebeecheechee",0.134291349652939,1,1,11,18,2,1,0.0383595006796045,0.076719001359209,2,2,1.07671900135921
"east_noname","heron",0.173107144127031,1,1,9,14,2,1,0.0601211087008578,0.120242217401716,2,2,1.12024221740172
"east_noname","hidden",0.436585680840708,1,1,10,16,2,1,0.129432437180761,0.258864874361522,2,2,1.25886487436152
"east_noname","island",0.299919153596366,1,1,13,18,2,1,0.0826046336064241,0.165209267212848,2,2,1.16520926721285
"east_noname","jordan",0.494863695135564,1,0,9,13,2,1,0.140711422674802,0.281422845349604,2,2,1.2814228453496
"east_noname","kagevah",0.232702524771791,1,1,8,11,2,1,0.084264529667572,0.168529059335144,2,2,1.16852905933514
"east_noname","lake_37",0.226386364031437,1,1,8,13,2,1,0.0872614940629159,0.174522988125832,2,2,1.17452298812583
"east_noname","lake_below_tb",0.090975031098658,1,1,8,12,2,1,0.0225316938425244,0.0450633876850489,2,2,1.04506338768505
"east_noname","lightening",0.247984318042111,1,0,9,14,2,1,0.0707705532559974,0.141541106511995,2,2,1.14154110651199
"east_noname","lindsey",0.475046102230444,1,0,10,15,2,1,0.137166113845486,0.274332227690971,2,2,1.27433222769097
